ID	start	end	strand	phrog_id	phrog_category	phynteny_category	phynteny_score	phynteny_confidence	phage
EU418428.2_262	143109	143241	+	3837	unknown function	DNA, RNA and nucleotide metabolism	1.7844	0.1997	EU418428.2
EU418428.2_263	143408	143732	+	3276	unknown function	DNA, RNA and nucleotide metabolism	1.1989	0.2632	EU418428.2
EU418428.2_264	143831	144068	+	3480	unknown function	integration and excision	1.2400	0.1989	EU418428.2
EU418428.2_265	144147	144618	+	2543	unknown function	DNA, RNA and nucleotide metabolism	1.2961	0.2113	EU418428.2
EU418428.2_266	144676	144850	+	3789	unknown function	DNA, RNA and nucleotide metabolism	1.6373	0.1895	EU418428.2
EU418428.2_267	144849	145119	+	3549	unknown function	DNA, RNA and nucleotide metabolism	1.7980	0.1855	EU418428.2
EU418428.2_268	145203	145425	+	30315	unknown function	DNA, RNA and nucleotide metabolism	1.1682	0.1754	EU418428.2
EU418428.2_269	145416	145509	-	No_PHROG	unknown function	head and packaging	1.0909	0.1644	EU418428.2
KY779849.1_0	1	106	+	No_PHROG	unknown function	lysis	3.2143	0.2235	KY779849.1
KY779849.1_1	615	912	+	654	unknown function	moron, auxiliary metabolic gene and host takeover	3.5365	0.2725	KY779849.1
KY779849.1_2	923	1094	+	14278	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	KY779849.1
KY779849.1_3	1107	1293	+	3204	unknown function	moron, auxiliary metabolic gene and host takeover	9.5002	0.6689	KY779849.1
KY779849.1_4	1400	1547	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	6.2551	0.2663	KY779849.1
KY779849.1_5	1561	1876	+	17712	unknown function	integration and excision	1.2136	0.1981	KY779849.1
KY779849.1_6	1888	2179	+	654	unknown function	integration and excision	2.9481	0.1989	KY779849.1
KY779849.1_7	2178	2466	+	654	unknown function	integration and excision	2.3263	0.2029	KY779849.1
KY779849.1_8	2465	2759	+	654	unknown function	DNA, RNA and nucleotide metabolism	1.8650	0.2008	KY779849.1
KY779849.1_9	2762	3011	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_10	3023	3263	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_11	3374	3614	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_12	3625	3970	+	3522	unknown function	integration and excision	1.7115	0.1843	KY779849.1
KY779849.1_13	4170	4509	-	3077	unknown function	DNA, RNA and nucleotide metabolism	1.3465	0.1817	KY779849.1
KY779849.1_14	4815	4950	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.2537	0.1886	KY779849.1
KY779849.1_15	5032	5143	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	7.2811	0.3513	KY779849.1
KY779849.1_16	5149	5281	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.0935	0.2135	KY779849.1
KY779849.1_17	5332	5620	+	3164	unknown function	DNA, RNA and nucleotide metabolism	1.9222	0.1917	KY779849.1
KY779849.1_18	5669	5861	+	3388	other	NA	NA	NA	KY779849.1
KY779849.1_19	6162	6267	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	6.3395	0.3042	KY779849.1
KY779849.1_20	6377	6536	+	3325	other	NA	NA	NA	KY779849.1
KY779849.1_21	6567	6681	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	4.6955	0.2226	KY779849.1
KY779849.1_22	6702	7026	+	3276	unknown function	DNA, RNA and nucleotide metabolism	1.1860	0.2310	KY779849.1
KY779849.1_23	7125	7506	+	19817	tail	NA	NA	NA	KY779849.1
KY779849.1_24	7601	7727	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.0490	0.2534	KY779849.1
KY779849.1_25	7693	7831	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	5.2142	0.2557	KY779849.1
KY779849.1_26	7919	8054	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.0793	0.5219	KY779849.1
KY779849.1_27	8061	8217	+	8721	unknown function	DNA, RNA and nucleotide metabolism	1.4313	0.2479	KY779849.1
KY779849.1_28	8236	8326	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.2553	0.2664	KY779849.1
KY779849.1_29	8339	8435	+	10435	unknown function	DNA, RNA and nucleotide metabolism	2.4400	0.1943	KY779849.1
KY779849.1_30	8505	8670	+	6946	unknown function	moron, auxiliary metabolic gene and host takeover	1.4382	0.2046	KY779849.1
KY779849.1_31	8760	8997	+	3480	unknown function	integration and excision	1.1945	0.1816	KY779849.1
KY779849.1_32	9076	9547	+	2543	unknown function	DNA, RNA and nucleotide metabolism	1.3100	0.2062	KY779849.1
KY779849.1_33	9617	9881	+	11460	unknown function	DNA, RNA and nucleotide metabolism	1.5575	0.2314	KY779849.1
KY779849.1_34	9884	10058	+	3789	unknown function	DNA, RNA and nucleotide metabolism	2.3343	0.1842	KY779849.1
KY779849.1_35	10057	10327	+	3549	unknown function	DNA, RNA and nucleotide metabolism	2.5168	0.1741	KY779849.1
KY779849.1_36	10411	10591	+	4863	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_37	10683	10773	+	22992	unknown function	DNA, RNA and nucleotide metabolism	1.8469	0.2126	KY779849.1
KY779849.1_38	10897	11188	-	8073	unknown function	integration and excision	1.3129	0.1920	KY779849.1
KY779849.1_39	11276	11525	-	2884	unknown function	DNA, RNA and nucleotide metabolism	1.6064	0.2810	KY779849.1
KY779849.1_40	11538	11784	-	11889	unknown function	DNA, RNA and nucleotide metabolism	2.7964	0.2133	KY779849.1
KY779849.1_41	11796	12207	-	5770	unknown function	integration and excision	1.0415	0.1774	KY779849.1
KY779849.1_42	12206	12761	-	98	unknown function	moron, auxiliary metabolic gene and host takeover	8.7795	0.4532	KY779849.1
KY779849.1_43	12753	13008	-	4355	unknown function	moron, auxiliary metabolic gene and host takeover	7.9270	0.3258	KY779849.1
KY779849.1_44	13007	13199	-	4249	unknown function	moron, auxiliary metabolic gene and host takeover	9.7798	0.8245	KY779849.1
KY779849.1_45	13195	13681	-	3619	unknown function	moron, auxiliary metabolic gene and host takeover	9.4974	0.6666	KY779849.1
KY779849.1_46	13673	13928	-	15772	unknown function	DNA, RNA and nucleotide metabolism	1.8476	0.1855	KY779849.1
KY779849.1_47	13927	14389	-	19882	unknown function	integration and excision	2.7951	0.1763	KY779849.1
KY779849.1_48	14388	14823	-	2349	unknown function	integration and excision	4.2243	0.1857	KY779849.1
KY779849.1_49	14836	15379	-	4045	unknown function	DNA, RNA and nucleotide metabolism	4.8817	0.2180	KY779849.1
KY779849.1_50	15390	15879	-	16227	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_51	15891	16296	-	3857	unknown function	DNA, RNA and nucleotide metabolism	3.3395	0.2174	KY779849.1
KY779849.1_52	16298	17000	-	246	other	NA	NA	NA	KY779849.1
KY779849.1_53	17089	18940	-	13015	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_54	19010	19133	+	No_PHROG	unknown function	lysis	1.8463	0.1731	KY779849.1
KY779849.1_55	19134	19230	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.0889	0.1640	KY779849.1
KY779849.1_56	19223	19391	+	No_PHROG	unknown function	head and packaging	1.0506	0.1427	KY779849.1
KY779849.1_57	19622	19724	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.8936	0.1456	KY779849.1
KY779849.1_58	19838	20030	-	2948	unknown function	DNA, RNA and nucleotide metabolism	1.3518	0.1666	KY779849.1
KY779849.1_59	20049	20388	-	60404	unknown function	moron, auxiliary metabolic gene and host takeover	7.9649	0.3374	KY779849.1
KY779849.1_60	20391	20610	-	3686	unknown function	moron, auxiliary metabolic gene and host takeover	6.8769	0.2482	KY779849.1
KY779849.1_61	20610	20805	-	3950	unknown function	DNA, RNA and nucleotide metabolism	1.4082	0.2006	KY779849.1
KY779849.1_62	20794	21532	-	3464	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_63	21594	21699	-	5230	unknown function	moron, auxiliary metabolic gene and host takeover	7.5257	0.2880	KY779849.1
KY779849.1_64	21710	21950	-	3697	unknown function	DNA, RNA and nucleotide metabolism	1.6777	0.2099	KY779849.1
KY779849.1_65	21951	22338	-	2164	unknown function	moron, auxiliary metabolic gene and host takeover	6.4591	0.2728	KY779849.1
KY779849.1_66	22433	22607	-	3504	other	NA	NA	NA	KY779849.1
KY779849.1_67	22631	23132	-	3319	unknown function	integration and excision	1.0345	0.1698	KY779849.1
KY779849.1_68	23181	23724	-	3635	unknown function	DNA, RNA and nucleotide metabolism	1.2820	0.1846	KY779849.1
KY779849.1_69	23723	24254	-	3702	unknown function	DNA, RNA and nucleotide metabolism	1.2823	0.1884	KY779849.1
KY779849.1_70	24256	24421	-	152	transcription regulation	NA	NA	NA	KY779849.1
KY779849.1_71	24423	24702	-	3751	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	KY779849.1
KY779849.1_72	24701	25547	-	1909	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_73	25559	26678	-	249	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	KY779849.1
KY779849.1_74	26698	26794	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.0107	0.1878	KY779849.1
KY779849.1_75	26830	27172	-	2861	unknown function	DNA, RNA and nucleotide metabolism	1.6152	0.1917	KY779849.1
KY779849.1_76	27149	27566	-	2708	other	NA	NA	NA	KY779849.1
KY779849.1_77	27697	28000	-	715	other	NA	NA	NA	KY779849.1
KY779849.1_78	27999	28188	-	3048	unknown function	DNA, RNA and nucleotide metabolism	1.9016	0.2230	KY779849.1
KY779849.1_79	28231	28393	-	2966	unknown function	DNA, RNA and nucleotide metabolism	1.4922	0.2144	KY779849.1
KY779849.1_80	28393	30445	-	3200	unknown function	integration and excision	1.0295	0.2087	KY779849.1
KY779849.1_81	30524	30788	-	2811	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_82	30804	30978	-	1274	lysis	NA	NA	NA	KY779849.1
KY779849.1_83	30984	31563	-	2642	unknown function	lysis	2.9327	0.3481	KY779849.1
KY779849.1_84	31555	32182	-	1817	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_85	32174	33068	-	548	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_86	33071	33296	-	3093	unknown function	lysis	2.8057	0.2400	KY779849.1
KY779849.1_87	33363	34104	-	170	other	NA	NA	NA	KY779849.1
KY779849.1_88	34155	34770	-	2995	unknown function	DNA, RNA and nucleotide metabolism	3.6643	0.2484	KY779849.1
KY779849.1_89	34785	35211	-	531	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_90	35200	35392	-	2706	unknown function	moron, auxiliary metabolic gene and host takeover	7.5199	0.3900	KY779849.1
KY779849.1_91	35414	36056	-	2896	unknown function	DNA, RNA and nucleotide metabolism	3.2529	0.2004	KY779849.1
KY779849.1_92	36045	36276	-	3	transcription regulation	NA	NA	NA	KY779849.1
KY779849.1_93	36278	36506	-	2770	unknown function	lysis	1.5303	0.2672	KY779849.1
KY779849.1_94	36614	37307	-	3310	other	NA	NA	NA	KY779849.1
KY779849.1_95	37503	38298	-	200	other	NA	NA	NA	KY779849.1
KY779849.1_96	38297	38606	-	3667	unknown function	lysis	2.3707	0.2636	KY779849.1
KY779849.1_97	38718	40206	-	635	lysis	NA	NA	NA	KY779849.1
KY779849.1_98	40205	40709	-	962	lysis	NA	NA	NA	KY779849.1
KY779849.1_99	40793	40979	-	987	unknown function	DNA, RNA and nucleotide metabolism	2.4899	0.2053	KY779849.1
KY779849.1_100	41041	41152	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.0266	0.2025	KY779849.1
KY779849.1_101	41376	41481	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.4321	0.3894	KY779849.1
KY779849.1_102	41649	41772	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.2982	0.3715	KY779849.1
KY779849.1_103	41886	41988	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.6833	0.4317	KY779849.1
KY779849.1_104	42163	42271	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.0610	0.5190	KY779849.1
KY779849.1_105	42255	42405	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.3207	0.5998	KY779849.1
KY779849.1_106	42521	42740	-	1257	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	KY779849.1
KY779849.1_107	42916	43021	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.5610	0.7004	KY779849.1
KY779849.1_108	43004	43148	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.3494	0.6087	KY779849.1
KY779849.1_109	43220	43430	-	1215	unknown function	head and packaging	1.7084	0.2404	KY779849.1
KY779849.1_110	43442	43775	-	937	other	NA	NA	NA	KY779849.1
KY779849.1_111	43787	44114	-	1481	unknown function	head and packaging	1.1138	0.3057	KY779849.1
KY779849.1_112	44146	44413	-	4526	unknown function	moron, auxiliary metabolic gene and host takeover	9.9070	0.9385	KY779849.1
KY779849.1_113	44553	44940	+	3395	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	KY779849.1
KY779849.1_114	44917	45196	+	1321	unknown function	head and packaging	2.9415	0.2707	KY779849.1
KY779849.1_115	45276	45603	+	1063	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_116	45617	47435	+	675	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_117	47427	48249	+	1917	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_118	48319	48409	+	3863	unknown function	head and packaging	4.8748	0.2200	KY779849.1
KY779849.1_119	48405	48885	+	1116	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	KY779849.1
KY779849.1_120	48977	50156	+	3094	unknown function	head and packaging	2.8324	0.2009	KY779849.1
KY779849.1_121	50239	50581	+	3937	unknown function	moron, auxiliary metabolic gene and host takeover	7.3271	0.2917	KY779849.1
KY779849.1_122	50658	50868	+	1108	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_123	50851	50971	+	No_PHROG	unknown function	head and packaging	7.5966	0.2938	KY779849.1
KY779849.1_124	50974	52666	+	12	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_125	52890	53307	+	87284	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_126	53254	53632	+	1028	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_127	53650	54610	+	1133	unknown function	head and packaging	8.7563	0.4495	KY779849.1
KY779849.1_128	54725	56117	+	752	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_129	56207	56504	+	1205	unknown function	head and packaging	8.2205	0.3866	KY779849.1
KY779849.1_130	56516	57425	+	772	tail	NA	NA	NA	KY779849.1
KY779849.1_131	57438	58317	+	1004	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_132	58316	58937	+	1127	connector	NA	NA	NA	KY779849.1
KY779849.1_133	58955	59792	+	1000	tail	NA	NA	NA	KY779849.1
KY779849.1_134	59793	60009	+	1151	unknown function	head and packaging	8.6292	0.4429	KY779849.1
KY779849.1_135	60035	61799	+	279	tail	NA	NA	NA	KY779849.1
KY779849.1_136	61871	62300	+	985	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_137	62387	62546	+	8192	unknown function	head and packaging	7.7226	0.3244	KY779849.1
KY779849.1_138	62565	62676	+	2701	unknown function	head and packaging	6.3094	0.2938	KY779849.1
KY779849.1_139	62717	63170	+	1905	unknown function	head and packaging	3.7797	0.2641	KY779849.1
KY779849.1_140	63354	63453	-	No_PHROG	unknown function	head and packaging	1.5387	0.2959	KY779849.1
KY779849.1_141	63446	63758	+	2754	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_142	63889	64348	+	1038	tail	NA	NA	NA	KY779849.1
KY779849.1_143	64391	64928	+	1316	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_144	64979	69038	+	1047	tail	NA	NA	NA	KY779849.1
KY779849.1_145	69117	71544	+	1015	tail	NA	NA	NA	KY779849.1
KY779849.1_146	71557	72445	+	2677	tail	NA	NA	NA	KY779849.1
KY779849.1_147	72444	74991	+	2204	other	NA	NA	NA	KY779849.1
KY779849.1_148	75097	75889	+	1011	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_149	75888	76413	+	1073	unknown function	connector	1.0716	0.2505	KY779849.1
KY779849.1_150	76412	77117	+	975	tail	NA	NA	NA	KY779849.1
KY779849.1_151	77131	78178	+	6	tail	NA	NA	NA	KY779849.1
KY779849.1_152	78198	81258	+	2386	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_153	81368	81890	+	1394	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_154	81910	85369	+	25864	tail	NA	NA	NA	KY779849.1
KY779849.1_155	85417	85576	+	1074	unknown function	head and packaging	2.1368	0.2565	KY779849.1
KY779849.1_156	85576	87496	+	2665	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_157	87517	87889	+	2671	tail	NA	NA	NA	KY779849.1
KY779849.1_158	87895	89272	+	2691	tail	NA	NA	NA	KY779849.1
KY779849.1_159	89363	91112	+	16	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_160	91123	92737	+	1098	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_161	92729	94172	+	19	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_162	94250	95276	+	100	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_163	95275	95653	+	2773	unknown function	moron, auxiliary metabolic gene and host takeover	8.6506	0.4272	KY779849.1
KY779849.1_164	95652	97572	+	77	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_165	97571	98168	+	1070	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	KY779849.1
KY779849.1_166	98182	99250	+	47	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_167	99314	99653	+	1291	unknown function	moron, auxiliary metabolic gene and host takeover	8.1770	0.3544	KY779849.1
KY779849.1_168	99652	100105	+	1095	head and packaging	NA	NA	NA	KY779849.1
KY779849.1_169	100091	100700	+	244	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_170	100717	101110	+	883	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	KY779849.1
KY779849.1_171	101124	103239	+	84	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_172	103252	104302	+	86	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_173	104319	104649	+	2797	unknown function	DNA, RNA and nucleotide metabolism	1.0602	0.2422	KY779849.1
KY779849.1_174	104632	104953	+	22	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_175	105064	105172	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.1472	0.5433	KY779849.1
KY779849.1_176	105159	105756	+	15477	other	NA	NA	NA	KY779849.1
KY779849.1_177	105765	106071	+	379	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_178	106146	109365	+	17	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_179	109392	109677	+	3621	unknown function	DNA, RNA and nucleotide metabolism	2.1246	0.1957	KY779849.1
KY779849.1_180	109693	110176	+	1069	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_181	110262	111534	+	2672	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_182	111593	112850	+	97	other	NA	NA	NA	KY779849.1
KY779849.1_183	112853	113207	+	1089	unknown function	moron, auxiliary metabolic gene and host takeover	1.5782	0.2226	KY779849.1
KY779849.1_184	113193	113856	+	1025	transcription regulation	NA	NA	NA	KY779849.1
KY779849.1_185	113861	113960	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	4.0675	0.2239	KY779849.1
KY779849.1_186	113983	114616	+	1240	other	NA	NA	NA	KY779849.1
KY779849.1_187	114628	115150	+	341	tail	NA	NA	NA	KY779849.1
KY779849.1_188	115164	115392	+	1696	tail	NA	NA	NA	KY779849.1
KY779849.1_189	115486	115747	+	2673	unknown function	head and packaging	3.3106	0.1934	KY779849.1
KY779849.1_190	115750	116506	+	2721	unknown function	head and packaging	2.4647	0.2019	KY779849.1
KY779849.1_191	116498	117749	+	284	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_192	117762	118131	+	2892	unknown function	moron, auxiliary metabolic gene and host takeover	8.2756	0.3679	KY779849.1
KY779849.1_193	118117	118429	+	3644	unknown function	head and packaging	1.1381	0.1922	KY779849.1
KY779849.1_194	118492	119029	+	1080	unknown function	head and packaging	2.1220	0.1867	KY779849.1
KY779849.1_195	119021	119789	+	984	DNA, RNA and nucleotide metabolism	NA	NA	NA	KY779849.1
KY779849.1_196	119766	119985	+	21462	unknown function	head and packaging	2.0892	0.1720	KY779849.1
KY779849.1_197	120006	120159	+	21462	unknown function	head and packaging	2.0880	0.1724	KY779849.1
KY779849.1_198	120211	121075	+	1113	head and packaging	NA	NA	NA	KY779849.1
